"Uid","Time(UTC)","Symbol","Side","Position Side","Price","Quantity","Amount","Fee","Realized Profit","Buyer","Maker","Trade Id","Order Id"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","11.20000000","10.03184000","-0.00000695 BNB","0E-8","false","false","498508144","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89580000","264.60000000","237.02868000","-0.00016442 BNB","0E-8","false","false","498508134","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89560000","755.60000000","676.71536000","-0.00046942 BNB","0E-8","false","false","498508154","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","39.40000000","35.29058000","-0.00002448 BNB","0E-8","false","false","498508145","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89580000","132.30000000","118.51434000","-0.00008221 BNB","0E-8","false","false","498508132","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89560000","226.10000000","202.49516000","-0.00014046 BNB","0E-8","false","false","498508151","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","411.20000000","368.31184000","-0.00025549 BNB","0E-8","false","false","498508141","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89560000","11.20000000","10.03072000","-0.00000695 BNB","0E-8","false","false","498508152","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89560000","58.20000000","52.12392000","-0.00003615 BNB","0E-8","false","false","498508149","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89580000","11.60000000","10.39128000","-0.00000720 BNB","0E-8","false","false","498508131","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","420.00000000","376.19400000","-0.00026095 BNB","0E-8","false","false","498508140","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89560000","18.50000000","16.56860000","-0.00001149 BNB","0E-8","false","false","498508153","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89560000","21.80000000","19.52408000","-0.00001354 BNB","0E-8","false","false","498508150","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","175.50000000","157.19535000","-0.00010904 BNB","0E-8","false","false","498508136","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","18.50000000","16.57045000","-0.00001149 BNB","0E-8","false","false","498508146","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89580000","420.00000000","376.23600000","-0.00026098 BNB","0E-8","false","false","498508135","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89560000","226.80000000","203.12208000","-0.00014090 BNB","0E-8","false","false","498508155","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","312.30000000","279.72711000","-0.00019404 BNB","0E-8","false","false","498508142","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89580000","132.30000000","118.51434000","-0.00008221 BNB","0E-8","false","false","498508133","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89560000","11.60000000","10.38896000","-0.00000720 BNB","0E-8","false","false","498508148","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","55.20000000","49.44264000","-0.00003429 BNB","0E-8","false","false","498508143","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","75.00000000","67.17750000","-0.00004659 BNB","0E-8","false","false","498508137","15574235262"
"26515667","2025-05-19 00:39:30","ICPUSDT","SELL","SHORT","5.25100000","89.00000000","467.33900000","-0.00012968 BNB","0E-8","false","true","273371589","4990102641"
"26515667","2025-05-19 00:39:30","ICPUSDT","SELL","SHORT","5.25100000","244.00000000","1281.24400000","-0.00035552 BNB","0E-8","false","true","273371590","4990102641"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.99000000","0.75000000","300.74250000","-0.00020896 BNB","0E-8","false","false","1006749404","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.98000000","0.08600000","34.48428000","-0.00002396 BNB","0E-8","false","false","1006749414","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.99000000","1.65700000","664.44043000","-0.00046167 BNB","0E-8","false","false","1006749409","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.98000000","0.61100000","244.99878000","-0.00017023 BNB","0E-8","false","false","1006749412","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.98000000","0.05900000","23.65782000","-0.00001643 BNB","0E-8","false","false","1006749411","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.99000000","0.54800000","219.74252000","-0.00015268 BNB","0E-8","false","false","1006749406","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.98000000","1.40000000","561.37200000","-0.00039006 BNB","0E-8","false","false","1006749415","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.99000000","0.51400000","206.10886000","-0.00014321 BNB","0E-8","false","false","1006749407","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.98000000","0.77800000","311.96244000","-0.00021676 BNB","0E-8","false","false","1006749416","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.99000000","0.15300000","61.35147000","-0.00004262 BNB","0E-8","false","false","1006749408","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.99000000","0.36600000","146.76234000","-0.00010197 BNB","0E-8","false","false","1006749405","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.99000000","0.44400000","178.03956000","-0.00012370 BNB","0E-8","false","false","1006749403","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.98000000","0.15600000","62.55288000","-0.00004346 BNB","0E-8","false","false","1006749413","33418006853"
"26515667","2025-05-19 00:43:36","BCHUSDT","SELL","SHORT","400.98000000","0.88200000","353.66436000","-0.00024573 BNB","0E-8","false","false","1006749410","33418006853"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838100","17611.00000000","499.81779100","-0.00034713 BNB","0E-8","false","false","483874927","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838000","215.00000000","6.10170000","-0.00000423 BNB","0E-8","false","false","483874930","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838100","353.00000000","10.01849300","-0.00000695 BNB","0E-8","false","false","483874925","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838200","353.00000000","10.01884600","-0.00000695 BNB","0E-8","false","false","483874923","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02837800","353.00000000","10.01743400","-0.00000695 BNB","0E-8","false","false","483874936","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02837800","8185.00000000","232.27393000","-0.00016132 BNB","0E-8","false","false","483874937","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838200","2749.00000000","78.02211800","-0.00005418 BNB","0E-8","false","false","483874924","20735404288"
